id,claim,review_url,claimer,text,headline,keywords,claim_date,education,healthcare,immigration,environment,taxes,elections,crime
871,http://data.gesis.org/claimskg/creative_work/6257110b-841e-505c-925c-3ebd2e2b2b16,http://www.politifact.com/wisconsin/statements/2015/nov/27/russ-feingold/us-sen-ron-johnson-wants-take-first-steps-privatiz/,Russ Feingold,Ron Johnson said specifically that he hopes the first steps occur to privatize the' Veterans Administration.,"U.S. Sen. Ron Johnson wants to take first steps to privatize the VA, challenger Russ Feingold says","Veterans,Government Efficiency",2015-11-12,0,1,0,0,0,0,0
877,http://data.gesis.org/claimskg/creative_work/e27d1b19-6ea8-572c-b98f-13864e665aa9,http://www.politifact.com/florida/statements/2010/jan/05/charlie-crist/gov-charlie-crist-says-obama-breaks-transparency-p/,Charlie Crist,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).',Gov. Charlie Crist says Obama breaks transparency promise on health reform bill,Florida,2010-01-05,0,1,0,0,0,0,0
882,http://data.gesis.org/claimskg/creative_work/a5101ef2-bbcc-5d6b-a591-3b387ea7d288,http://www.politifact.com/truth-o-meter/statements/2017/jun/14/bernie-sanders/bernie-sanders-tweet-exaggerates-lack-input-senate/,Bernie Sanders,"Says Senate deliberations on the Affordable Care Act in 2009 and 2010 included hundreds of hours of debate and more than 100 Republican amendments, compared with zero for the American Health Care Act this year.",Bernie Sanders tweet exaggerates lack of input in Senate health care bill,Congressional Rules,2017-06-13,0,1,0,0,0,0,0
884,http://data.gesis.org/claimskg/creative_work/59ecd940-4c44-5bbf-86e3-7637cfe21330,http://www.politifact.com/wisconsin/statements/2012/oct/17/rob-zerban/paul-ryans-house-opponent-democrat-rob-zerban-says/,Rob Zerban,Says Paul Ryan’s budget plan 'ends Medicare.',"Paul Ryan's House opponent, Democrat Rob Zerban, says Ryan budget """"ends Medicare""""","Federal Budget,Medicare,Message Machine 2012",2012-10-04,0,1,0,0,0,0,0
890,http://data.gesis.org/claimskg/creative_work/6d6895e0-6ff9-5802-a067-8b518684233f,http://www.politifact.com/truth-o-meter/statements/2009/dec/23/barack-obama/public-option-obama-platform/,Barack Obama,I didn't campaign on a public option.',Public option was in Obama's platform,Elections,2009-12-22,0,0,0,0,0,1,0
900,http://data.gesis.org/claimskg/creative_work/5fc8c536-869e-56f5-b335-6558cf892341,http://www.politifact.com/virginia/statements/2014/jun/27/dave-marsden/marsden-says-massachusetts-health-reforms-lowered-/,Dave Marsden,After Massachusetts passed a mandatory health insurance law 'their mortality rate went down...it saved lives.',Marsden says Massachusetts health reforms lowered state's death rate,Medicaid,2014-06-14,0,1,0,0,0,0,0
903,http://data.gesis.org/claimskg/creative_work/fba97bf7-eeb1-5d39-ba15-fbb0dba77638,http://www.politifact.com/georgia/statements/2011/sep/13/johnny-isakson/us-sen-isakson-claims-competition-driving-cost-med/,Johnny Isakson,The premiums on Medicare’s prescription drug program have fallen almost every year since it began.,U.S. Sen. Isakson claims competition driving cost for Medicare prescription drug benefit down,Medicare,2011-08-23,0,1,0,0,0,0,0
920,http://data.gesis.org/claimskg/creative_work/61314e00-2503-5fc9-9f0d-acc24906af22,http://www.politifact.com/virginia/statements/2013/oct/18/ken-cuccinelli/cuccinelli-says-most-new-jobs-have-been-part-time-/,Ken Cuccinelli,"Since Obamacare became law, 'most of our new jobs have been part-time jobs.'",Cuccinelli says most new jobs have been part-time since Obamacare became law,"Workers,Jobs",2013-09-19,0,1,0,0,0,0,0
936,http://data.gesis.org/claimskg/creative_work/60e111f7-06e4-5b40-b675-6f82b620ba33,http://www.politifact.com/truth-o-meter/statements/2018/dec/03/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-scale-pentagon-acco/,Alexandria Ocasio-Cortez,$21T in Pentagon accounting errors. Medicare for All costs ~$32T. That means 66% of Medicare for All could have been funded already by the Pentagon.',Alexandria Ocasio-Cortez wrong on scale of Pentagon accounting errors,"Federal Budget,Military,Medicare",2018-12-02,0,1,0,0,0,0,0
937,http://data.gesis.org/claimskg/creative_work/a5dcb192-0e40-593f-b34c-329035c1af7d,http://www.politifact.com/truth-o-meter/statements/2010/mar/08/glenn-beck/Glenn-Beck-Social-Security-life-expectancy/,Glenn Beck,"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women.'",Glenn Beck gets numbers on Social Security and life expectancy correct,"History,Social Security,Pundits",2010-02-16,0,1,0,0,0,0,0
947,http://data.gesis.org/claimskg/creative_work/3c02c10c-a41e-59fc-8f7e-ebf6a3495a5e,http://www.politifact.com/wisconsin/statements/2012/nov/25/jon-erpenbach/erpenbach-says-walker-misled-federal-health-care-l/,Jon Erpenbach,"Says Gov. Scott Walker has 'led people to believe that if Wisconsin doesn’t implement a (health-care) exchange, Obamacare doesn’t happen here.'",Erpenbach says Walker misled on federal health care law,"Federal Budget,State Budget",2012-11-16,0,1,0,0,0,0,0
951,http://data.gesis.org/claimskg/creative_work/d862e52d-8f24-5775-b139-2eb403cee7d2,http://www.politifact.com/ohio/statements/2011/jun/23/national-republican-senatorial-committee/nrsc-claims-sen-sherrod-brown-voted-cut-500-billio/,National Republican Senatorial Committee,Says that Sherrod Brown 'voted to cut Medicare by over $500 billion in order to fund government-run health care.',NRSC claims Sen. Sherrod Brown voted to cut $500 billion from Medicare,"Medicare,Voting Record",2011-06-09,0,1,0,0,0,0,0
959,http://data.gesis.org/claimskg/creative_work/c093f2d4-32fe-5702-9c5f-8fd8f072c19c,http://www.politifact.com/wisconsin/statements/2017/jun/15/donald-trump/donald-trumps-claim-about-obamacare-premiums-doubl/,Donald Trump,Obamacare premiums have doubled' in Wisconsin.,Donald Trump's claim about Obamacare premiums doubling in Wisconsin leaves out important details,Government regulation,2017-06-13,0,1,0,0,0,0,0
1023,http://data.gesis.org/claimskg/creative_work/8d57867f-e38a-5f19-a8b6-c73a4bbe12f8,http://www.politifact.com/new-jersey/statements/2012/sep/20/jon-runyan/jon-runyan-says-if-nothing-done-stop-700-billion-c/,Jon Runyan,"Says 'if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams.'","Jon Runyan says if nothing is done to stop $700 billion in cuts from Medicare, some of the program’s accounts will disappear in less than a decade",Medicare,2012-09-17,0,1,0,0,0,0,0
1028,http://data.gesis.org/claimskg/creative_work/dcc94291-7031-5d6c-8cc7-10e9d3fc7476,http://www.politifact.com/truth-o-meter/statements/2013/aug/08/ted-deutch/florida-democrats-say-gov-rick-scott-and-legislatu/,Ted Deutch,Says Florida refused to allow the insurance commissioner to 'negotiate lower rates with companies or refuse rates that are too high' under Obamacare.,Democrats say Florida stripped insurance commissioner of power to set health plan rates,States,2013-08-01,0,1,0,0,0,0,0
1032,http://data.gesis.org/claimskg/creative_work/a4750149-32ef-53ba-a2aa-de5eb7f6e5df,http://www.politifact.com/new-jersey/statements/2012/sep/17/menendez-facts/bloggers-say-bob-menendez-voted-new-38-tax-sale-ho/,Menendez Facts,Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.',Bloggers say Bob Menendez voted for a new 3.8% tax on the sale of homes,"Income,Housing",2012-09-04,0,0,0,0,1,0,0
1047,http://data.gesis.org/claimskg/creative_work/f7b09717-3337-5df9-b571-e1946928a0cb,http://www.politifact.com/florida/statements/2013/jul/25/americans-prosperity/americans-prosperity-says-patrick-murphy-flip-flop/,Americans for Prosperity,"Patrick Murphy voted for Obamacare in 2010, 'yet he reversed himself and voted to delay' the employer mandate and the individual mandate.",Americans for Prosperity says Patrick Murphy flip-flopped in votes on health care,Voting Record,2013-07-23,0,1,0,0,0,0,0
1059,http://data.gesis.org/claimskg/creative_work/0360a452-8ea1-5a0c-9b09-3309f51d9436,http://www.politifact.com/truth-o-meter/statements/2014/jul/11/nancy-pelosi/nancy-pelosi-says-supreme-court-five-guys-who-star/,Nancy Pelosi,The U.S. Supreme Court is 'five guys who start determining what contraceptions are legal.',Nancy Pelosi says Supreme Court is 'five guys who start determining what contraceptions are legal',"Women,Sexuality",2014-07-10,0,1,0,0,0,0,0
1070,http://data.gesis.org/claimskg/creative_work/3e79c492-dece-5548-82a6-e172395ce61d,http://www.politifact.com/truth-o-meter/statements/2014/apr/25/facebook-posts/social-media-meme-says-300000-suicides-are-attribu/,Facebook posts,Over 300K home owner suicides attributed to foreclosures.',"Social media meme says 300,000 suicides are attributable to foreclosures",Housing,2014-04-25,0,1,0,0,0,0,0
1079,http://data.gesis.org/claimskg/creative_work/fcb8ae1f-c162-5828-92ba-bac9052df55a,http://www.politifact.com/truth-o-meter/statements/2012/jan/31/newt-gingrich/newt-gingrich-says-obama-administration-would-impo/,Newt Gingrich,"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.'",Newt Gingrich says government would impose 'Obamacare' standards on religious institutions,"States,Religion,Abortion",2012-01-30,0,1,0,0,0,0,0
1080,http://data.gesis.org/claimskg/creative_work/6864a18e-a6a7-5fff-8b1d-370bd5a6796c,http://www.politifact.com/wisconsin/statements/2012/aug/10/eric-hovde/senate-rival-tommy-thompson-backs-obamacare-says-i/,Eric Hovde,"Says Tommy Thompson favors Obama's health care mandate, was publicly thanked by Obama for health reform support and that Thompson 'says we can't repeal 'Obamacare.''","Senate rival Tommy Thompson backs """"Obamacare,"""" says it can't be repealed, fellow GOP candidate Eric Hovde says",Message Machine 2012,2012-07-26,0,1,0,0,0,0,0
1099,http://data.gesis.org/claimskg/creative_work/1c1ed339-a297-5d40-8f39-c0a4a4a4bcc6,http://www.politifact.com/punditfact/statements/2015/feb/24/jonah-goldberg/did-aca-give-elevated-legitimacy-alternative-medic/,Jonah Goldberg,"Homeopathy, acupuncture and aromatherapy 'have been given elevated legitimacy under the Affordable Care Act.'",Did the health care law give 'elevated legitimacy' to alternative medicine?,Corrections and Updates,2015-02-13,0,1,0,0,0,0,0
1102,http://data.gesis.org/claimskg/creative_work/c7d4db87-0e17-5889-b992-2cfc33de5b50,http://www.politifact.com/wisconsin/statements/2012/nov/01/tammy-baldwin/single-payer-healthcare-system-america/,Tammy Baldwin,On a single-payer healthcare system,Looking at Baldwin and a single-payer healthcare system for America,"Federal Budget,Voting Record",2012-10-25,0,1,0,0,0,0,0
1113,http://data.gesis.org/claimskg/creative_work/2fddc4b9-64fc-51d3-862b-b287768430c0,http://www.politifact.com/new-hampshire/statements/2013/nov/19/jim-rubens/jim-rubens-claims-us-senator-jeanne-shaheen-d-nh-w/,Jim Rubens,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.'","Jim Rubens claims U.S. Senator Jeanne Shaheen, D-NH, was the deciding vote to pass Obamacare",Voting Record,2013-11-04,0,1,0,0,0,0,0
1115,http://data.gesis.org/claimskg/creative_work/1bc6f393-9af9-5213-8b4e-fba248337054,http://www.politifact.com/wisconsin/statements/2012/oct/26/tammy-baldwin/baldwin-says-thompson-got-3-million-mismanaged-fed/,Tammy Baldwin,"Says U.S. Senate opponent Tommy Thompson 'personally made over $3 million' from a federal contract granted to his healthcare company, but left  9/11 first responders 'without the care they were promised.'",Baldwin says Thompson got $3 million from mismanaged federal contract that left 9/11 responders without promised care,"Federal Budget,Terrorism",2012-10-24,0,1,0,0,0,0,0
1147,http://data.gesis.org/claimskg/creative_work/c0ba4d5d-0bc5-5298-95a7-c5f7eae0c205,http://www.politifact.com/health-check/statements/2019/apr/25/amy-klobuchar/klobuchar-wants-stop-drugmakers-bad-practice-keeps/,Amy Klobuchar,Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competition off the market.',Klobuchar wants to stop pay-for-delay deals that keep drug prices high,Corrections and Updates,2019-04-22,0,1,0,0,0,0,0
1148,http://data.gesis.org/claimskg/creative_work/fdd67e7f-11a8-5796-be2c-ee258e85c117,http://www.politifact.com/oregon/statements/2010/dec/01/oregon-healthy-kids/oregon-healthy-kids-says-no-matter-how-much-you-ma/,Oregon Healthy Kids,No family earns too much to qualify' for Oregon Healthy Kids program.,"Oregon Healthy Kids says no matter how much you make, you qualify for health care program",Children,2010-11-22,0,1,0,0,0,0,0
1175,http://data.gesis.org/claimskg/creative_work/5e57d33c-31e8-53fa-b1af-42f5d5c036c3,http://www.politifact.com/wisconsin/statements/2011/jan/06/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/,Jim Sullivan,"When the Milwaukee County mental health facility is full, 'cops sit out there in their squad cars with a mentally ill patient'  and sometimes 'spend an entire shift out there doing that.'",Milwaukee County executive candidate Jim Sullivan says police have to wait for hours with mental health patients,County Budget,2011-01-31,0,1,0,0,0,0,0
1180,http://data.gesis.org/claimskg/creative_work/583e7aa6-e726-52ad-8c12-71b7a131bf40,http://www.politifact.com/punditfact/statements/2017/may/02/margaret-hoover/cnns-margaret-hoover-corrects-claim-kimmel-surgery/,Margaret Hoover,"Regarding the surgery that saved Jimmy Kimmel's son, 'Medicaid has stopped providing this kind of service.'","CNN's Margaret Hoover corrects claim on Jimmy Kimmel's son's surgery, Medicaid",Children,2017-05-02,0,1,0,0,0,0,0
1191,http://data.gesis.org/claimskg/creative_work/85216ff2-bc3c-5d45-ae8a-b2ad83a49d10,http://www.politifact.com/wisconsin/statements/2011/jun/10/sandy-pasch/democratic-wisconsin-state-rep-sandy-pasch-says-go/,Sandy Pasch,Says U.S. Rep. Paul Ryan promised to 'end health care for our seniors.',Democratic Wisconsin state Rep. Sandy Pasch says GOP U.S. Rep. Paul Ryan’s budget plan would end health care for seniors,Medicare,2011-06-06,0,1,0,0,0,0,0
1193,http://data.gesis.org/claimskg/creative_work/22d363a2-93d7-59f1-8339-23e67611595d,http://www.politifact.com/truth-o-meter/statements/2018/sep/18/house-majority-pac/dino-rossi-take-away-coverage-45000-children/,House Majority PAC,"Says Dino Rossi 'stripped' health care 'from 45,000 children.'","Did Dino Rossi take away health care coverage from 45,000 children?",Children,2018-09-12,0,1,0,0,0,0,0
1197,http://data.gesis.org/claimskg/creative_work/042de0e5-60b4-590d-80bb-2a325cb66338,http://www.politifact.com/truth-o-meter/statements/2011/nov/02/barack-obama/obama-ad-claims-credit-millions-gaining-health-car/,Barack Obama,Because of Barack Obama 32 million new people will have healthcare.',Obama ad claims credit for millions gaining health care,Message Machine 2012,2011-11-02,0,1,0,0,0,0,0
